ingreso,calidad_agua,minorias,salud,felicidad,seguridad
11.925103275434406,0.34782608695652173,55.35832381,0.8661301291380044,0.9704679547286147,0.8319280549327988
11.979823989514225,0.2,4.096082320000008,0.31999889868438586,0.9033373081542776,0.21089770516492357
11.94894981880651,0.5,0,0.5837783203607707,0.7698530326701156,0.41296953302651856
13.090706258844582,0.3,58.070796040000005,0,0.22741145195770351,0.4982441317084563
12.051443826163256,0.2535211267605634,49.33399501,0.283730906120212,0.8407741789803246,0.632259464168015
11.845080033506163,0.8461538461538461,11.093340080000004,0.43310237668012785,0.7800224833826865,0.6036589876814799
10.797713016807847,0.323943661971831,72.042434,1,0.442132344029599,0.3226058812440071
11.911889974067153,0.15789473684210525,15.258494650000003,0.38916386855904006,0.737608804520879,0.40916725489297234
12.681876428226799,0.16666666666666666,21.28669121,0.38571093085299896,0.7665912596617495,0
11.63455472286604,0.35570469798657717,44.71338131,0.5052307008138377,0.6447688349848268,0.5478995799866642
11.667627447859166,0.7105263157894737,50.5048776,0.6783478004649043,0.7783770478129912,0.6265209664753133
11.183758189373963,0.043478260869565216,63.95220549,0.6099852616430682,0,0.3125352381946777
11.364072029168845,0.2857142857142857,37.14953328,0.6329814688263455,0.553457594032213,0.3553278199488068
11.882900016637548,0.2222222222222222,49.973095640000004,0.9492026259432097,0.8146502444134823,0.652452085748139
11.388521711455061,0.578125,48.9052524,0.8950987540227684,1,0.17839726534742578
11.522207444308451,0.42696629213483145,61.949759240000006,0.7936840680716332,0.5065879665306423,0.38760588579163835
11.47491537745632,0,32.88194888,0.6288525888668696,0.6126011141209552,0.20749496213516058
11.462473021179237,0.4358974358974359,71.15640366,0.6185130198206358,0.7379060618454923,0.5674851127804024
12.344732828526089,0.6875,32.25100192,0.301033591962463,0.8045293876096054,0.8816420980318905
11.117095761348951,0.2692307692307692,49.16896605,0.7761209125422786,0.26346393216770364,0.5458480801226894
11.369797909184326,0.08620689655172414,58.46443335000001,0.8736242147644387,0.7894331799718842,0.19521504632784803
12.030112375081325,0.25,13.418373549999998,0.8130510759937934,0.7936944836774807,0.5572809770790016
11.788513829631073,0.9215686274509803,2.814984580000001,0.7377512771328263,0.7581936326431806,0.27306421708915785
11.776980728123974,0.4878048780487805,35.871841100000005,0.5450123558581892,0.6222072178767329,0.45620886705895314
11.733522971485353,0.6454545454545455,61.64718836,0.5489827028893917,0.5446466076909178,0.6482717965146505
12.125782147437045,0.5555555555555556,54.16852899,0.17876497545384995,0.7440766100454781,0.4480026889845912
12.11787344447678,0.4318181818181818,56.40819846,0.2866691435619335,0.5958699997516608,0.4353320123869806
11.816455148190967,0.6521739130434783,54.79922008,0.3638891197998324,0.5118836278564306,0.5076678516550875
11.154640898712842,0.09523809523809523,80.633445984,0.9247707637121043,0.8645027779063492,0.23027266720615114
11.416024625808822,0.24390243902439024,67.84928521,0.3354929462855215,0.5668760935846413,0.3097295046299223
11.605204966359226,0.3076923076923077,80.992842551,0.3184476469047157,0.5467330769361322,1
11.547025928335001,0.32098765432098764,50.1057051,0.5685628393910224,0.6507985047356156,0.6557038142320984
